timestamp,temperature,humidity,zone
2025-11-02 00:00:00,20.74507122951685,48.8146248118393,Zone_A_Rooftop
2025-11-02 00:15:00,19.809732162334395,48.747483422582135,Zone_A_Rooftop
2025-11-02 00:30:00,21.039973916160555,46.6464784867465,Zone_A_Rooftop
2025-11-02 00:45:00,22.438262541386194,47.857900386632785,Zone_A_Rooftop
2025-11-02 01:00:00,19.92136332760245,47.125514527369155,Zone_A_Rooftop
2025-11-02 01:15:00,20.073353528615385,52.76572646957522,Zone_A_Rooftop
2025-11-02 01:30:00,22.977782963170792,51.028814682595716,Zone_A_Rooftop
2025-11-02 01:45:00,21.976170161467856,51.579037526885415,Zone_A_Rooftop
2025-11-02 02:00:00,20.367585190822066,50.34045844511645,Zone_A_Rooftop
2025-11-02 02:15:00,22.16208316695859,46.48350971292699,Zone_A_Rooftop
2025-11-02 02:30:00,20.958046738451426,47.52104949875101,Zone_A_Rooftop
2025-11-02 02:45:00,21.286686909812797,49.36202825611124,Zone_A_Rooftop
2025-11-02 03:00:00,22.70608915785667,45.73772489755557,Zone_A_Rooftop
2025-11-02 03:15:00,19.85531311221275,49.393053028295085,Zone_A_Rooftop
2025-11-02 03:30:00,20.542531819160686,47.25877563422297,Zone_A_Rooftop
2025-11-02 03:45:00,22.712006841981722,46.750424433489016,Zone_A_Rooftop
2025-11-02 04:00:00,22.480753319498366,48.67191993640698,Zone_A_Rooftop
2025-11-02 04:15:00,24.933061477140903,47.87882572895759,Zone_A_Rooftop
2025-11-02 04:30:00,23.576496427797466,46.00014311400474,Zone_A_Rooftop
2025-11-02 04:45:00,23.31002872557177,48.765137200592726,Zone_A_Rooftop
2025-11-02 05:00:00,28.127920792562165,44.00255904776155,Zone_A_Rooftop
2025-11-02 05:15:00,26.100612973141168,47.1097776629611,Zone_A_Rooftop
2025-11-02 05:30:00,27.057082769271474,46.773570380927005,Zone_A_Rooftop
2025-11-02 05:45:00,25.339652686838672,44.675221202907665,Zone_A_Rooftop
2025-11-02 06:00:00,27.183425913212226,45.652266044484236,Zone_A_Rooftop
2025-11-02 06:15:00,28.68960891840594,42.203458765693746,Zone_A_Rooftop
2025-11-02 06:30:00,27.31771917162696,46.260686173423565,Zone_A_Rooftop
2025-11-02 06:45:00,30.124269603647534,43.752289278041445,Zone_A_Rooftop
2025-11-02 07:00:00,29.169594325941958,42.78986825600058,Zone_A_Rooftop
